Level,Recommendations
3,Site plans and locator maps should be placed at the entrances to indicate the location of the different buildings and colleges in the campus.
3,More efforts should be exerted and resources allotted for the repair and upkeep of school facilities and equipment.
3," Providing landmarks and perimeter fences would greatly help in ensuring security and protection of properties, students and personnel."
3," If financial resources warrant, the floor surface of the corridors in the College ofnEngineering may be renovated to ensure safer movement."
3,Vandalism of classroom walls should be checked.
3,"The periodic tests for water potability, pest control and safety of electrical lines should be properly documented."
3,The construction of more awnings/canopies would be desirable to reduce the flooding of corridors during heavy rains.
3, It would be desirable if the scheduling of classes would take into consideration the sizes of these classes in the assignment of rooms.
3,More fire extinguishers would augur well the safety of all constituents of the College.
3,There should be regular orientation of students and University personnel on the use of fire extinguishers.
3, Fire and earthquake drills should be conducted at least every semester.             
3,Providing a teacher's table and adequate number of chairs in the classrooms would be helpful.
3,It would be desirable if medical and dental supplies are properly labeled.
3,Provision        should be made at the University Student Center        for a conference/meeting room.
3," If financial resources are available, the canteen at the College of Engineering can be expanded to accommodate the growing number of customers."
3,Construction of a covered walk between the COE building and the canteen is highly recommended.
