Level,Recommendations
PSV,1. The administration should look into the possibility of lessening the teaching loads of the faculty and to arrange their class schedule for them to be more effective and more efficient. Too long class hour schedule should be discouraged.
PSV,2. Encourage the faculty to complete their relevant graduate courses.
PSV,"3. For various learning opportunities, it is recommended that graduate studies be pursued in other colleges or universities."
PSV,"4. To facilitate classroom instruction, the faculty members are encouraged to come up with instructional materials that will also earn them points for promotion as required by NBC 461."
PSV,5. It would be better if the distribution of equivalent teaching loads could be reviewed. This may be deliberated productively during faculty meetings to get feedbacks.
PSV,"6. For easy reference, consultation hours of teachers should be indicated in the instructor's schedule."
PSV,"7. Faculty members are encouraged to conduct researches. If the university budget warrants, incentives for faculty researchers may be granted."
PSV,"8. For professional advancement and updating, the faculty are encouraged to search and establish possible linkages."
PSV,9. All faculty related activities should be properly documented for purposes of evaluation and planning.
PSV,10. Files should be made presentable and orderly.
PSV,11. The College of Arts and Sciences can come up with in-service seminars for faculty from various departments.
