Level,Recommendations
2,"The campus/college may develop a Solid Waste Management Program. The said Program will become the basis in coming up with a well-defined, comprehensive and sustainable way of handling solid wastes."
2,"The students of the College have to be reminded often in practicing proper waste segregation. It has been noticed that while garbage bins have already been labelled, they do not function well for their intended purpose as bio-degradables and non­ biodegradables are still disposed under the same bins by the students. Furthermore. the College may consider putting up a Materials Recovery Facility to further encourage recycling among students."
2,The College has to ensure that fire extinguishers are purchased refilled before they reach their expiration date. This will ensure the school population safety and will strengthen their capability to respond in case of emergency.
2,"In order to further strengthen, the College's capability in responding to emergencies especially in case of fire, the students, faculty and non-teaching personnel should be given an orientation and available on how to use fire extinguishers."
2,"Amidst the threat of possible earthquake that may strike us anytime, the conduct of fire and earthquake drill must be conducted regularly in order to ensure the readiness of the school community should such calamity strike."
2,The College may consider the posting of signages that will guide visitors to the different offices and classrooms in the building.
2,"In order to fully ensure access and mobility of Persons With Disabilities (PWDs), all concrete pathways may be redesigned to make them friendly to individuals with special needs though some of the buildings and pathways have been already made adaptive to them."
2,The campus may designate a safety Officer and a Pollution control Office who will be tasked to ensure the safety of the campus and of the College and to implement the solid waste management program of the campus respectively.
2,The College Administration may consider providing signages along covered pathways with low roofing so as to prevent possible accident or injury.
2,The Student Council may provide assistance to the college by way of helping in the cleanliness of the area and to help the Administration in campaigning against vandalism.
