Level,Recommendations
1,"1. The records/documents should be updated, properly packaged and must be systematically filed and the inactive and obsolete documents need to be disposed of"
1,2. The senior faculty members of the College should actively participate in the accreditation process. They should be assigned as the Area Chairs.
1,3. The organizational structures of the University and the College should be reviewed
1,4. A specific and comprehensive supervisory plan of the Dean must be prepared or formulated.
1,5. Strengthen partnerships and networking and consider outsourcing of national and international linkages via e-communications
1,6. The College should always provide the faculty members with relevant seminars and in-serving training.
1,7. Maximize the expertise of the faculty and staff as well as the support of the students in organizing income generating projects for the College.
1,8. There is a need to improve the preparation of necessary documents by having them signed by responsible officials.
1,9. The Bulletin of Information should contain the policies and guidelines on the different aspects or concerns of graduate students.
1,10. Request additional multimedia or LCD projector
1,"11. Immediate publication of the revised University Code, Faculty Manual, Student Manual and other policies and guidelines is advised."
1,12. Prepare the undergraduate and graduate programs for vertical articulation.
1,13. The University policies must be strictly observed and implemented in the College.
