Level,Recommendations
1,"['proper', 'and', 'adequate', 'documentation', 'be', 'provided', 'on', 'the', 'following', 'a', 'benchmarking', 'and', 'survey', 'of', 'needs', 'of', 'the', 'community', 'b', 'extension', 'program', 'thrusts', 'and', 'priorities', 'c', 'established', 'linkages', 'with', 'local', 'foreign', 'and', 'nongovernmental', 'agencies', 'd', 'design', 'and', 'dissemination', 'of', 'extension', 'program', 'e', 'monitoring', 'and', 'evaluation', 'documents', 'f', 'periodic', 'monitoring', 'to', 'provide', 'feedback', 'on', 'the', 'program', 'g', 'results', 'of', 'monitoring', 'and', 'evaluation', 'to', 'be', 'discussed', 'with', 'the', 'stakeholders', 'and', 'h', 'replanning', 'of', 'activities', 'to', 'improve', 'the', 'delivery', 'of', 'extension', 'services']"
1,"['student', 'body', 'should', 'also', 'be', 'included', 'to', 'participate', 'in', 'the', 'planning', 'process', 'for', 'each', 'community', 'extension', 'program']"
1,"['no', 'evidence', 'to', 'show', 'that', 'accomplishment', 'reports', 'are', 'filed', 'for', 'reference', 'purpose', 'it', 'must', 'be', 'markedauthenticated', 'properly', 'by', 'the', 'records', 'office']"
1,"['documents', 'should', 'be', 'adequately', 'provided', 'to', 'show', 'definite', 'and', 'approved', 'budget', 'allocations', 'for', 'extension', 'services']"
1,"['the', 'institution', 'should', 'properly', 'document', 'tracer', 'on', 'the', 'utilization', 'of', 'technologyknowledge', 'skills', 'learned', 'and', 'acquired', 'by', 'the', 'training', 'recipients']"
1,"['preserved', 'specimens', 'in', 'the', 'laboratory', 'as', 'instructional', 'materials', 'may', 'be', 'properly', 'labeled']"
1,"['evaluative', 'tests', 'and', 'records', 'may', 'be', 'properly', 'compiled', 'to', 'be', 'used', 'during', 'item', 'analysis']"
1,"['table', 'of', 'specification', 'tos', 'and', 'item', 'analysis', 'of', 'examinations', 'may', 'be', 'required']"
1,"['there', 'is', 'a', 'need', 'to', 'conduct', 'inservice', 'training', 'and', 'reecho', 'seminar', 'to', 'the', 'faculty', 'to', 'enhance', 'teaching', 'like', 'a', 'curriculum', 'revision', 'b', 'table', 'of', 'specifications', 'c', 'item', 'analysis', 'and', 'd', 'environmental', 'management', 'and', 'the', 'like', 'attended', 'by', 'a', 'faculty', 'outside', 'the', 'university']"
1,"['syllabi', 'may', 'be', 'updated', 'enhanced', 'and', 'signed', 'by', 'the', 'dean', 'or', 'chairman']"
1,"['documents', 'in', 'the', 'accreditation', 'may', 'be', 'organized', 'and', 'property', 'tagged']"
1,"['encouragement', 'of', 'students', 'in', 'the', 'maintenance', 'of', 'orderliness', 'and', 'cleanliness', 'of', 'classrooms', 'laboratory', 'rooms', 'and', 'corridors', 'is', 'recommended']"
