Level,Recommendations
3,site plans and locator maps should be placed at the entrances to indicate the location of the different buildings and colleges in the campus
3,more efforts should be exerted and resources allotted for the repair and upkeep of school facilities and equipment
3,providing landmarks and perimeter fences would greatly help in ensuring security and protection of properties students and personnel
3,if financial resources warrant the floor surface of the corridors in the college ofnengineering may be renovated to ensure safer movement
3,vandalism of classroom walls should be checked
3,the periodic tests for water potability pest control and safety of electrical lines should be properly documented
3,the construction of more awningscanopies would be desirable to reduce the flooding of corridors during heavy rains
3,it would be desirable if the scheduling of classes would take into consideration the sizes of these classes in the assignment of rooms
3,more fire extinguishers would augur well the safety of all constituents of the college
3,there should be regular orientation of students and university personnel on the use of fire extinguishers
3,fire and earthquake drills should be conducted at least every semester
3,providing a teachers table and adequate number of chairs in the classrooms would be helpful
3,it would be desirable if medical and dental supplies are properly labeled
3,provision should be made at the university student center for a conferencemeeting room
3,if financial resources are available the canteen at the college of engineering can be expanded to accommodate the growing number of customers
3,construction of a covered walk between the coe building and the canteen is highly recommended
