Level,Recommendations
3,involve faculty member department preliminary revisio computer engineering curriculum student industry also encourage participate review revision curriculum
3,update course syllbi professional subject include learn strategy criterion grade syllabus likewise suggest reading reference material recent edition inclusion website advantage review number total require hour lecture lecture lab subject one hour every one unit lecture equivalent three hour one unit laboratory
3,establish clear policy development instructional material also material review approve instructional material committee
3,encourage faculty member produce custommade instructional material powerpoint presentation interactive lecture lb manual workbook book others field specialization
3,conduct tracer study monitor employability computer engineering graduate university
3,encourage graduate student undergo examination certification civil service exam tesda certification microsoft cisco etc broaden job opportunity likewise emphasis importance intellectual property right
3,come comprehensive inhouse faculty development program training seminarsconferences graduate program etc faculty apply membership professional organization establish linkage
3,would desirable teachermade test base table specification tos ensure exam comprehensive valid reliable measure student performance
3,widen linkage educationaltraining institution exchangeadoption instructional material
3,prioritize purchase license software instructional purpose college
3,student must give copy course syllabus start semester
3,accreditation documentation compilation document pertain involvement faculty itengineering professional organization proof participation
