Level,Recommendations
psv,to inform the public and visitors on the proper location of buildings and offices in the institution the map of the site development plan should be installed in a more conspicuous place in the university
psv,if funds are available it is suggested to continue the construction of covered walks connecting buildings to protect students from inclement weather
psv,the university has a sound waste management program however there is a need to strengthen the proper implementation of said program to maintain the cleanliness and orderliness of the institution
psv,as prescribed by law there is a need to display the certificate of occupancy to ensure to the public that the building is safe
psv,classrooms and laboratory rooms as well as emergency exits should be properly labeled and marked for easier identification of its use and easier to see in times of disaster
psv,the university could be more beautiful and appreciable if the students could be properly informed and taught on how to maintain the cleanliness and orderliness of the toilets and lavatories
psv,cas officials should find available means to stop vandalism caused by students in their classrooms and laboratory rooms
psv,electrical wiring connections should follow the prescribed pattern for safety wiring installation to protect and ensure the building from any disaster cause by fire hence it is suggested that the wiring installation for lighting in the toilet in the second floor be properly fixed to avoid any untoward incident that might result to fire
psv,in case of emergency like brownout the college should have alternative storage of water to facilitate the availability of water during laboratory class hours
psv,the university has plenty of water in the system however most employees do not use it for drinking because of doubt that it is not safe for drinking in this regard it is highly recommended that the administration should conduct a periodic potability test and inform the public of the result and if found safe for drinking this will give lesser cost for the different offices for not buying mineral water from stations
psv,periodic pest control should be conducted to protect the buildings from further damage of termites or other wood pest and diseases
psv,fire extinguishers should be properly installed on the walls outside the classrooms offices and laboratory rooms for better accessibility during emergency likewise students should be given periodic drill on fire prevention and on the proper use of fire extinguishers
