Level,Recommendations
3,regular conduct activity student welfare conduct evident participation student degree program survey
3,request consultation student clientele attend properly document concerned unit
3,total number student college engineering degree program offer hire additional guidance counselor consider
3,regular renewal license security personnel
3,level andor actual accomplishment guidance program action plan present verifiable document
3,research tracer study conduct student affair office student need issue especially time pandemic graduate employability
3,analysis result licensure examination design enhancement curriculum increase passing percentage
3,universitycollege consider conduct campaign increase student population not_compromising quality instruction
3,committee create review approve school publication college engineering document student performance activity accomplishment furthermore contribution student program survey highlight
3,production publication yearbook encourage
