Level,Recommendations
3,involve student parent alumnus stakeholder future revision curriculum
3,improve preparation syllabus reference recent edition least series b objective always behavioral c comprehensive contain specific course requirementsactivities course policy observe one format complete entry
3,course syllabus examination sign professor review approve official concerned
3,classroom instruction enrich far varied teach strategy
3,syllabus arrange ge major subject etc
3,project report term paper student output properly grade
3,official document properly sign
3,regular monitoring student performance employability conduct
3,college adopt uniform grade system common course try departmental examination ensure every topic discuss faculty member handle course
3,refrain copying laboratory exercise exactly publish material
