Level,Recommendations
2,big library budget allocation provide carryout recommendation accreditor next level accreditation
2,staff development program not_be limited trainingseminar extend scholarship educational tour exchange librarian program local national international
2,library automation integrate library system give priority library budget
2,universitychief librarian conduct actionapplied research improvement library service
2,subscription journal per curriculum program give priority
2,acquisition print nonprint information file others update
2,card catalog periodical index information file others update
2,reading center information material classify catalogue
2,thesesdissertations nonprint material classify catalogue
2,library board committee functional perform duty
2,library manual cover library internal administration operational activity
2,library development plan indicate systematic continuous program include modern trend field librarianship
2,strategy look motivate student main library full rich information resource print nonprint useful study research
