Level,Recommendations
2,design activity base on the result give by the guidance service unit to meet the student need
2,as mandate by ra professionalize the practice of guidance counsel the college may seriously consider hire a register guidance counselor
2,the student publication unit may apply for issn
2,it is highly recommend that office of the student service may conduct research study on student need problem profile etc
2,program documentation compilation of record on student attendance in school recognize activity should be kept
2,as student affair practitioner it is encourage that coordinatorsstaff of the different student service unit be update of the late trend issue by attend training and seminar
2,it is suggest that separate school publication for the college is necessary to document student performance activity and achievement
2,if fund be available the administration may consider the construction of student center for the college where the program under survey belong may benefit on it
2,involvement of student in the planning and implementation of program and activity concern their welfare maybe consider
2,accreditation document provide should be self explanatory complete update well package indicate the source reference of the photocopy material present as proofsevidences
2,when possible request of student and other clientele should be give immediate attention by concerned unit faculty and staff in accordance with their approve citizen charter
