Level,Recommendations
2,the campuscollege may develop a solid waste management program the say program will become the basis in come up with a welldefined comprehensive and sustainable way of handle solid waste
2,the student of the college have to be remind often in practice proper waste segregation it have be notice that while garbage bin have already be label they do not_function well for their intend purpose as biodegradables and non biodegradables be still dispose under the same bin by the student furthermore the college may consider put up a material recovery facility to far encourage recycle among student
2,the college have to ensure that fire extinguisher be purchase refill before they reach their expiration date this will ensure the school population safety and will strengthen their capability to respond in case of emergency
2,in order to far strengthen the college capability in respond to emergency especially in case of fire the student faculty and nonteaching personnel should be give an orientation and available on how to use fire extinguisher
2,amidst the threat of possible earthquake that may strike us anytime the conduct of fire and earthquake drill must be conduct regularly in order to ensure the readiness of the school community should such calamity strike
2,the college may consider the post of signage that will guide visitor to the different office and classroom in the building
2,in order to fully ensure access and mobility of person with disability pwds all concrete pathway may be redesign to make them friendly to individual with special need though some of the building and pathway have be already make adaptive to them
2,the campus may designate a safety officer and a pollution control office who will be tasked to ensure the safety of the campus and of the college and to implement the solid waste management program of the campus respectively
2,the college administration may consider provide signage along cover pathway with low roof so as to prevent possible accident or injury
2,the student council may provide assistance to the college by way of help in the cleanliness of the area and to help the administration in campaign against vandalism
