Level,Recommendations
3,big library budget allocation should be provide to carryout the recommendation of the accreditor for the next level of accreditation
3,staff development program should not_be limited to trainingsseminar but extend to scholarship educational tour and exchange librarian program local national and international
3,library automation and integrate library system should be give priority in the library budget
3,the universitychief librarian should conduct an actionapplied research for the improvement of the library service
3,subscription of journal per curriculum program should be give priority
3,acquisition of print and nonprint information resource is a continuous process to update the library collection
3,the card catalog periodical index information file and others should be update
3,reading center information material should be classify and catalogue
3,thesisdissertations and nonprint material should be classify and catalogue
3,library board committee should be more functional
3,library manual should include the library internal administration and operational activity
3,the library development plan should indicate the systematic and continuous program and include the modern trend in the file of librarianship
3,strategy should be look into to motivate the student to use the main library which is full of rich information resource both print and nonprint
