Level ,Recommendations
1,the student service division ssd should ensure that allocation for the procurement of more psychological test be readily available the university psychometrician may be encourage to undergo training in handle various psychological test so she could be allow to purchase more
1,result of the psychological test may be use more productively if these be transmit immediately to the guidance counsellor who could provide immediate inputcounselling to the student
1,aside from the office of the guidance counsellor the student service office may consider the provision of counsel cubicle in each college counsel unit to ensure privacy during counsel session
1,collaborative tracer study may be consider as priority study of the faculty to get feedback on how well the student be perform after their graduation and to get input for curricular revisionenrichment
1,the department chair may consider a system of monitoring on how strictly academic advise and consultation be attend to by the faculty
1,rehabilitation of the old dormitory may be consider as a top priority so as not_to compromise safety and comfort of the resident
1,the university may consider the upgrade of it sport facility and equipment to cope up with the requirement of the program the function room of the gymnasium may be consider too
1,the data generate regard student dropout rate transferee and shifter need to be process and analyse to provide policy direction to the college administrator
1,the puttingup of a departmental student publication may be consider to provide student venue for artistic expression and for voice out their opinion it may also serve as a venue for information dissemination
1,the university may take as a high priority the provision of drinking fountain to provide student with ready potable water put up student centre may also be consider in the disbursement of the student development fee
1,the college dean and department chairperson be encourage to communicate the action they have take regard issue raise by the student in the studentdean dialog to promote transparentopen communication between them and the student
