Level,Recommendations
3,the staff or faculty member man the different student service may consider the conduct of regular monitoring and evaluation of their respective assignment they may also disseminate the result of monitoring and evaluation for decision make of and policy formulationrevision
3,the result of the evaluation and monitoring of the different activity in all student service may be collate analyze and come up with a research manuscript result could be input for decisionmaking and policy formulationrevision
3,the monitoring and evaluation instrument for the student service may also be revise regularly and may be subject for validation and reliability so as to gather and generate valid and reliable result
3,the research agenda of the program under survey may include research on student affair
3,budget for research on student affair may be allocate
3,the administration may allocate of fund for the student publication at the college level
3,the administration may allocation of fund for renovation and proper maintenance of university theater
3,a separate fully equip guidance office for the university should be put up
3,the manual enrolment procedure of the university may be change to electronic data processing system for online service to expedite processing consider the population size
3,the transportation alternative such as ikot jeep may be consider to allow accessibility among student from move from one building to another and to minimize their expenditure
3,the conduct of microbial analysis of eat utensil of all canteen of the university may be propose for safety and sanitation
3,the data on dropout rate transferee and shifter may be analyze as per recommendation of accreditor during the first survey visit
3,drinking fountain to provide student with ready potable water may be instal as per recommendation of accreditor during the first visit
3,the university should hire a license guidance counselor to comply with ched and aaccup minimum requirement
