Level,Recommendations
psv,the college should purchase additional prescribe demonstration table so as not_to delay the simultaneous conduct of laboratory exercise in different laboratory room
psv,door of laboratory room should be make to open outward to conform with acceptable standard
psv,safety and precautionary measure in the laboratory should be make more visible to student for them to easily internalize the importance of safety measure to avoid accident inside the laboratory room
psv,fire extinguisher should be properly instal ion the wall outside the laboratory room and office to make them more accessible to student and employee in time of fire disaster
psv,it is highly recommend that the faculty who teach physic laboratory should have laboratory manual to strengthen the quality of knowledge gain by the student in conduct experiment likewise the faculty teach physic be encourage to make their own laboratory manual and have them approve this would benefit them also in the nbc evaluation
psv,a periodic fire drill activity should be encourage in every college to enhance the knowledge of student on how to use properly the fire extinguisher in time of fire disaster
psv,gas and water must be adequate when conduct laboratory exercise an additional water tank should be instal in the college to so as not_to hamper the student from conduct their laboratory exercise
psv,additional demonstration table for the chemistry laboratory room should be purchase that conform to acceptable standard to allow simultaneous functional use of the different laboratory room
psv,a separate equipment and supply room may be instal in every laboratory room to make them more accessible to student who use that particular laboratory room
psv,an additional store room should be construct on the microbiology laboratory room so that supply and other material be not_scattered within the room and to make it more spacious to work in
