Level,Recommendations
3,separate hazardous chemical from commonly use one there should be a separate storage room for acid or material that produce fume
3,place microscope in cabinet preferably in airconditioned room and away from chemical
3,repaint laboratory room
3,repair the laboratory sink cabinet and drawer as soon as possible likewise immediate repair of other equipment is very important
3,provide the bs biology student with individual locker where they can keep their laboratory material or other material need for their study
3,hire additional laboratory technician
3,provide shower area in each laboratory room
3,treat the chemical waste properly before disposal
3,maintain the cleanliness and orderliness of each laboratory
3,put fire extinguisher in their proper place
3,laboratory manual for each subject should also be available in the preparation room
3,a separate roomoffice near the stockroom should be provide for laboratory technician to avoid too much exposure to chemical
3,the administration may float an idea of give hazard pay to personnel expose to various toxic material and those who be conduct research
