Level,Recommendations
psv,it is highly recommend that faculty counterpart should attach only pertinent support document in order to have comprehensive and well package documentation all activity of the college should be document from planning up to implementation stage
psv,student should not_be neglect in the policy planning activity of the institution and of the college specifically on policy that will directly affect them
psv,filing of document in the record management office should be more organize and systematic so that document can easily be found and retrieve when need
psv,to maintain the standard of the institution it is recommend that different specific guideline and policy must be strictly observe and implement regular assessment and review regard the extent of it implementation should be do
psv,if budget allows it is recommend that the college be provide with full time laboratory custodiantechnician who will manage and maintain equipment
psv,short and long term development plan should be monitor and evaluate
psv,different social activity may be do regularly to strengthen the harmonious work relationship the mmsu family
psv,the college must be provide with specific budget allocation for it operation
psv,faculty honorarium pay for the excess teach load may be include in the budget preparation so that this can be release on time
psv,the administration should formulate promotional scheme to attract student to enroll in the chemical engineering department
